Algorithm,10,100,1000,10000
BASE,40.6,491.0,2978.9,29443.6
DIFFERENTIALEVOLUTION,40.6,519.7,3106.5,30112.8
EVOLUTIONSTRATEGY,39.8,479.0,2893.2,28978.6
GENETICALGORITHM,40.3,548.4,3392.7,31461.5
MEMETICALGORITHM,40.6,554.9,3182.3,28830.4
MEMETICALGORITHMHYBRIDLOCALSEARCH,40.6,512.1,3300.1,28767.4
