Algorithm,10,100,1000,10000
BASE,72.0,684.0,6339.0,63160.0
DIFFERIENTIAL EVOLUTION,80.0,769.0,6648.0,63884.0
DYNAMIC PROGRAMMING,80.0,858.0,8322.0,82269.0
EVOLUTION STRATEGY,80.0,712.0,6553.0,63196.0
GENETIC ALGORITHM,77.0,808.0,6986.0,64742.0
MEMETIC ALGORITHM,80.0,853.0,6454.0,63046.0
MEMETIC ALGORITHM HYBRID LOCAL SEARCH,80.0,765.0,6477.0,63005.0
