Algorithm,10,100,1000,10000
BASE,1132.7,3779.9,2854.2,3030.2
DIFFERENTIALEVOLUTION,94.2,502.1,461.3,489.6
EVOLUTIONSTRATEGY,412,1706.1,1427.4,1540.9
GENETICALGORITHM,90.9,385,311.4,313.5
MEMETICALGORITHM,33.7,20.9,9.1,57.7
MEMETICALGORITHMHYBRIDLOCALSEARCH,2.2,11.1,9.4,57.2
