f1,f2,method,N,seed,selected_count
-43.0,4.84125203691541,NSGA2,10,6,3
-73.0,9.715904935460776,NSGA2,10,6,5
-77.0,10.574789202607185,NSGA2,10,6,5
-80.0,11.942190255156412,NSGA2,10,6,5
-0.0,0.0,NSGA2,10,6,0
-19.0,2.675812402243354,NSGA2,10,6,1
-31.0,2.912490614241227,NSGA2,10,6,2
-62.0,7.517064439158764,NSGA2,10,6,4
-54.0,7.040092533217422,NSGA2,10,6,4
-16.0,1.1673271699691425,NSGA2,10,6,1
-35.0,3.8431395722124964,NSGA2,10,6,2
-65.0,8.646027779933002,NSGA2,10,6,4
-74.0,10.197769442068463,NSGA2,10,6,5
-50.0,5.588303016484581,NSGA2,10,6,3
