f1,f2,method,N,seed,selected_count
-842.0,150.04776880012938,NSGA2,100,11,57
-0.0,0.0,NSGA2,100,11,0
-93.0,7.465102630392475,NSGA2,100,11,6
-833.0,142.16659772448727,NSGA2,100,11,56
-272.0,28.34176287793888,NSGA2,100,11,18
-137.0,11.679831397923994,NSGA2,100,11,9
-834.0,144.70171250610485,NSGA2,100,11,56
-509.0,65.66446612978937,NSGA2,100,11,35
-517.0,66.95429678291259,NSGA2,100,11,35
-769.0,119.62733566828055,NSGA2,100,11,53
-809.0,132.02184424014942,NSGA2,100,11,55
-87.0,6.138087544089996,NSGA2,100,11,6
-346.0,38.89771857525227,NSGA2,100,11,23
-408.0,48.56861158800944,NSGA2,100,11,27
-840.0,146.94708499543017,NSGA2,100,11,57
-818.0,135.92785845806014,NSGA2,100,11,56
-200.0,19.279315929444515,NSGA2,100,11,13
-304.0,32.596678781699325,NSGA2,100,11,20
-129.0,10.761838004745112,NSGA2,100,11,9
-540.0,71.92345887967561,NSGA2,100,11,38
-104.0,7.814848186395916,NSGA2,100,11,7
-144.0,12.369378601068359,NSGA2,100,11,10
-400.0,47.545124329204334,NSGA2,100,11,27
-569.0,76.76612359902816,NSGA2,100,11,39
-564.0,75.56557987976004,NSGA2,100,11,39
-435.0,53.0059850920154,NSGA2,100,11,29
-384.0,44.63546566422546,NSGA2,100,11,25
-462.0,57.48389165544006,NSGA2,100,11,31
-816.0,134.41640555734145,NSGA2,100,11,55
-813.0,133.1612604987239,NSGA2,100,11,55
-555.0,73.99327609767683,NSGA2,100,11,38
-638.0,89.99438338300392,NSGA2,100,11,45
-468.0,58.531348816503886,NSGA2,100,11,32
-715.0,106.45486894795327,NSGA2,100,11,50
-805.0,130.45409973452618,NSGA2,100,11,55
-692.0,101.44744184461622,NSGA2,100,11,48
-650.0,92.48061635804483,NSGA2,100,11,46
-291.0,30.74801186722312,NSGA2,100,11,19
-390.0,45.63376244125934,NSGA2,100,11,26
-429.0,51.99989736793949,NSGA2,100,11,29
-822.0,137.3084204345278,NSGA2,100,11,56
-209.0,20.300075297830613,NSGA2,100,11,14
-246.0,24.881785825241305,NSGA2,100,11,16
-841.0,148.92339118113506,NSGA2,100,11,57
-340.0,37.89942179821839,NSGA2,100,11,22
-709.0,105.180077805196,NSGA2,100,11,49
-310.0,33.42382426946647,NSGA2,100,11,20
-483.0,61.58907357995231,NSGA2,100,11,33
-774.0,120.51407272155058,NSGA2,100,11,53
-172.0,16.018305948093783,NSGA2,100,11,11
-721.0,108.12836893565738,NSGA2,100,11,50
-323.0,35.27249118394268,NSGA2,100,11,21
-250.0,25.824576835062313,NSGA2,100,11,16
-836.0,145.84976301650877,NSGA2,100,11,57
-535.0,71.02276389105798,NSGA2,100,11,37
-119.0,9.723416526495054,NSGA2,100,11,8
-829.0,141.0692757455659,NSGA2,100,11,56
-458.0,56.65528958005314,NSGA2,100,11,31
-256.0,26.41553242797578,NSGA2,100,11,17
-654.0,93.41227944311093,NSGA2,100,11,46
-262.0,27.357615374381155,NSGA2,100,11,17
-35.0,1.7913703024092285,NSGA2,100,11,3
-12.0,0.0641852658348121,NSGA2,100,11,1
-14.0,0.7064256681883192,NSGA2,100,11,1
-607.0,84.07963661513215,NSGA2,100,11,42
-777.0,121.57125456549997,NSGA2,100,11,53
-740.0,112.36205890520509,NSGA2,100,11,51
-529.0,69.15093251906534,NSGA2,100,11,36
-559.0,74.85067724660435,NSGA2,100,11,38
-505.0,64.91678321164096,NSGA2,100,11,34
-588.0,80.33203588244649,NSGA2,100,11,41
-592.0,81.10333452323938,NSGA2,100,11,41
-703.0,103.69214160718899,NSGA2,100,11,49
-277.0,29.101031491993552,NSGA2,100,11,18
-500.0,64.09216234770616,NSGA2,100,11,34
-81.0,5.525051065668193,NSGA2,100,11,6
-150.0,13.093782676954348,NSGA2,100,11,10
-633.0,89.14661419838909,NSGA2,100,11,44
-113.0,8.835607554782014,NSGA2,100,11,8
-416.0,50.146609744658754,NSGA2,100,11,28
-629.0,88.49582945227304,NSGA2,100,11,44
-726.0,109.10749571066269,NSGA2,100,11,50
-735.0,111.53520794264547,NSGA2,100,11,50
-26.0,0.7706109340231313,NSGA2,100,11,2
-625.0,87.50547641179664,NSGA2,100,11,44
-744.0,113.1075117247287,NSGA2,100,11,51
-413.0,49.289766106837995,NSGA2,100,11,28
-361.0,41.629765472773144,NSGA2,100,11,24
-480.0,60.46011023917807,NSGA2,100,11,33
-676.0,97.96681118681032,NSGA2,100,11,47
-533.0,69.88870511561181,NSGA2,100,11,37
-230.0,22.95555537527821,NSGA2,100,11,15
-179.0,16.674950764585624,NSGA2,100,11,12
-489.0,62.252185615572664,NSGA2,100,11,33
-665.0,95.53834112149326,NSGA2,100,11,47
-618.0,86.11966091637031,NSGA2,100,11,43
-524.0,68.3164013335286,NSGA2,100,11,36
-168.0,15.28866407766898,NSGA2,100,11,11
-783.0,123.29511325864017,NSGA2,100,11,53
-240.0,24.134874087892847,NSGA2,100,11,16
-669.0,96.47000420655937,NSGA2,100,11,47
-732.0,110.76293555986292,NSGA2,100,11,50
-747.0,114.1188829767173,NSGA2,100,11,51
-828.0,139.78236337040607,NSGA2,100,11,56
-327.0,36.05075488374219,NSGA2,100,11,21
-359.0,40.852324848769435,NSGA2,100,11,24
-366.0,42.58913286919017,NSGA2,100,11,24
-786.0,124.4283776413212,NSGA2,100,11,54
-123.0,10.335070167517108,NSGA2,100,11,8
-336.0,37.22709745745984,NSGA2,100,11,22
-763.0,118.31518355093861,NSGA2,100,11,52
-225.0,22.22630574779371,NSGA2,100,11,15
-453.0,55.85347197729462,NSGA2,100,11,31
-779.0,122.80416492155915,NSGA2,100,11,53
-803.0,129.55925860415655,NSGA2,100,11,55
-331.0,36.68860603543725,NSGA2,100,11,22
-163.0,14.748720314622528,NSGA2,100,11,11
-51.0,2.958697472378371,NSGA2,100,11,4
-379.0,43.9201104746305,NSGA2,100,11,25
-472.0,59.327039808318276,NSGA2,100,11,32
-420.0,51.11758467316492,NSGA2,100,11,28
-440.0,53.727139610843956,NSGA2,100,11,30
-216.0,21.20554637940761,NSGA2,100,11,14
-641.0,91.35739344879275,NSGA2,100,11,44
-672.0,97.15378618593465,NSGA2,100,11,47
-718.0,107.19128472879872,NSGA2,100,11,50
-603.0,83.06193615292189,NSGA2,100,11,42
-549.0,72.99497932064294,NSGA2,100,11,37
-645.0,91.49119036325487,NSGA2,100,11,45
-727.0,110.10040582697697,NSGA2,100,11,50
-42.0,1.9379381039922738,NSGA2,100,11,3
-58.0,3.15953046687521,NSGA2,100,11,4
-749.0,115.07618841837366,NSGA2,100,11,51
-546.0,72.86473629115041,NSGA2,100,11,37
-374.0,43.664484523432,NSGA2,100,11,24
