f1,f2,method,N,seed,selected_count
-7353.0,1307.3897465129392,NSGA2,1000,23,525
-2535.0,320.1143598043557,NSGA2,1000,23,178
-3042.0,391.8930214329786,NSGA2,1000,23,213
-6421.0,1057.4095639923394,NSGA2,1000,23,454
-6474.0,1067.1935772845145,NSGA2,1000,23,458
-5034.0,756.6969005211397,NSGA2,1000,23,353
-3627.0,488.27827388579925,NSGA2,1000,23,254
-5491.0,855.837223701975,NSGA2,1000,23,385
-7321.0,1293.2931282690813,NSGA2,1000,23,523
-3579.0,479.56098022893315,NSGA2,1000,23,250
-5071.0,766.6823778483059,NSGA2,1000,23,354
-4334.0,617.7467123008524,NSGA2,1000,23,303
-5648.0,890.1854535529217,NSGA2,1000,23,398
-2926.0,373.3619821976287,NSGA2,1000,23,205
-3960.0,548.8290633738814,NSGA2,1000,23,276
-2981.0,386.0825855278048,NSGA2,1000,23,209
-3919.0,540.271009848064,NSGA2,1000,23,274
-7100.0,1217.5096028801058,NSGA2,1000,23,508
-6327.0,1036.8930538599996,NSGA2,1000,23,447
-3319.0,435.7011322123157,NSGA2,1000,23,232
-4368.0,625.0257348737515,NSGA2,1000,23,306
-6523.0,1078.7862193981484,NSGA2,1000,23,462
-3820.0,524.0992093885002,NSGA2,1000,23,266
-6544.0,1085.1153958581542,NSGA2,1000,23,464
-6568.0,1091.8901031828339,NSGA2,1000,23,466
-3901.0,536.8531740861387,NSGA2,1000,23,271
-6492.0,1073.0233093609156,NSGA2,1000,23,460
-2575.0,323.1591244549327,NSGA2,1000,23,182
-5795.0,917.7579146775097,NSGA2,1000,23,407
-5248.0,801.8994695993134,NSGA2,1000,23,367
-6619.0,1102.3120785288068,NSGA2,1000,23,470
-5616.0,878.4555247671135,NSGA2,1000,23,395
-5313.0,816.6556290454614,NSGA2,1000,23,373
-6593.0,1097.1798868137457,NSGA2,1000,23,468
-5456.0,844.7120527999097,NSGA2,1000,23,382
-2698.0,338.94585500810655,NSGA2,1000,23,189
-7133.0,1228.9469325236587,NSGA2,1000,23,510
-5219.0,796.9649869332668,NSGA2,1000,23,366
-3644.0,494.3481267182255,NSGA2,1000,23,255
-4097.0,573.0618406069666,NSGA2,1000,23,285
-3998.0,558.91388717383,NSGA2,1000,23,279
-6359.0,1042.6217261954746,NSGA2,1000,23,449
-6755.0,1133.439035109234,NSGA2,1000,23,479
-5747.0,910.4578446550921,NSGA2,1000,23,405
-5409.0,834.2400454172003,NSGA2,1000,23,380
-6400.0,1051.045147583933,NSGA2,1000,23,452
-6264.0,1021.0273725495202,NSGA2,1000,23,442
-3277.0,428.0709888394618,NSGA2,1000,23,229
-6238.0,1015.0815466456098,NSGA2,1000,23,440
-4579.0,663.9564240920668,NSGA2,1000,23,320
-3082.0,397.3582854531232,NSGA2,1000,23,216
-6775.0,1142.2403320425808,NSGA2,1000,23,480
-6070.0,977.5798315098922,NSGA2,1000,23,427
-3375.0,448.3365242345371,NSGA2,1000,23,236
-2602.0,327.96938582573654,NSGA2,1000,23,184
-5277.0,806.4647440250662,NSGA2,1000,23,369
-2719.0,343.1691891800865,NSGA2,1000,23,192
-7247.0,1264.4667586239077,NSGA2,1000,23,518
-5097.0,770.6517260159532,NSGA2,1000,23,359
-6894.0,1175.861306269266,NSGA2,1000,23,492
-6146.0,992.0542508421634,NSGA2,1000,23,432
-6002.0,963.5406074657321,NSGA2,1000,23,422
-3682.0,497.51596507998437,NSGA2,1000,23,256
-7046.0,1205.7359535962253,NSGA2,1000,23,502
-7157.0,1236.912620797083,NSGA2,1000,23,511
-6104.0,982.7560170029543,NSGA2,1000,23,429
-4721.0,692.383464518677,NSGA2,1000,23,330
-3410.0,451.2691733177793,NSGA2,1000,23,238
-7177.0,1240.700318710949,NSGA2,1000,23,514
-7019.0,1197.8397357749293,NSGA2,1000,23,500
-4748.0,697.3685448878518,NSGA2,1000,23,332
-3547.0,477.3910614947836,NSGA2,1000,23,248
-3977.0,552.6035805156284,NSGA2,1000,23,277
-3799.0,518.3372127333582,NSGA2,1000,23,266
-6990.0,1193.8504459962307,NSGA2,1000,23,497
-5440.0,842.2569252726341,NSGA2,1000,23,382
-4401.0,631.7259923125988,NSGA2,1000,23,308
-7204.0,1245.3630651570277,NSGA2,1000,23,515
-5297.0,810.648030828216,NSGA2,1000,23,370
-5170.0,784.203704071267,NSGA2,1000,23,361
-5725.0,902.1723332617981,NSGA2,1000,23,402
-7262.0,1272.569332295038,NSGA2,1000,23,520
-3208.0,418.1770800162001,NSGA2,1000,23,224
-6640.0,1108.907871652523,NSGA2,1000,23,471
-6170.0,997.252820297066,NSGA2,1000,23,434
-4858.0,721.1678738492567,NSGA2,1000,23,340
-3695.0,502.2209126495478,NSGA2,1000,23,256
-7076.0,1212.551514618136,NSGA2,1000,23,504
-4646.0,676.8820238276177,NSGA2,1000,23,325
-4263.0,602.0873074299299,NSGA2,1000,23,297
-3780.0,514.6534686715979,NSGA2,1000,23,263
-4557.0,659.2550248885689,NSGA2,1000,23,319
-5768.0,913.1974854580197,NSGA2,1000,23,405
-4122.0,577.8792466194437,NSGA2,1000,23,288
-4882.0,726.5173020293632,NSGA2,1000,23,342
-3858.0,530.7807443904211,NSGA2,1000,23,268
-4440.0,636.4008067486653,NSGA2,1000,23,310
-2894.0,368.92134072478154,NSGA2,1000,23,203
-5537.0,862.2580972787384,NSGA2,1000,23,388
-2801.0,353.0936739074892,NSGA2,1000,23,196
-6372.0,1047.8010071330032,NSGA2,1000,23,451
-4177.0,589.4140023179422,NSGA2,1000,23,292
-5811.0,925.880616268158,NSGA2,1000,23,409
-2632.0,330.38642735176387,NSGA2,1000,23,185
-6660.0,1111.3508988788028,NSGA2,1000,23,474
-6312.0,1029.284626910313,NSGA2,1000,23,445
-4606.0,673.607360368664,NSGA2,1000,23,322
-4072.0,567.8126046497717,NSGA2,1000,23,284
-6179.0,1002.7233333542699,NSGA2,1000,23,436
-4844.0,716.906780635001,NSGA2,1000,23,338
-6024.0,968.6042876928293,NSGA2,1000,23,424
-3098.0,399.6165192600966,NSGA2,1000,23,217
-2748.0,347.3958163615132,NSGA2,1000,23,194
-6680.0,1117.4854306995776,NSGA2,1000,23,473
-3164.0,416.104065522349,NSGA2,1000,23,222
-2956.0,381.02234514508103,NSGA2,1000,23,207
-7299.0,1285.601223988673,NSGA2,1000,23,521
-3508.0,468.36127061215996,NSGA2,1000,23,245
-5516.0,859.8352328062871,NSGA2,1000,23,389
-5693.0,895.867908360765,NSGA2,1000,23,401
-5557.0,868.2980465884641,NSGA2,1000,23,389
-4199.0,594.7343922104554,NSGA2,1000,23,293
-7234.0,1259.691391424355,NSGA2,1000,23,517
-3160.0,412.1037976946353,NSGA2,1000,23,222
-6955.0,1186.9503907028663,NSGA2,1000,23,495
-4302.0,612.644566078303,NSGA2,1000,23,301
-3721.0,506.91562756312163,NSGA2,1000,23,259
-3452.0,457.88350459425766,NSGA2,1000,23,241
-3426.0,456.00417594858544,NSGA2,1000,23,239
-4586.0,672.532618352737,NSGA2,1000,23,321
-2826.0,358.1380847943043,NSGA2,1000,23,198
-5348.0,821.1221569681801,NSGA2,1000,23,374
-6942.0,1180.6762367166318,NSGA2,1000,23,494
-4280.0,605.435571583062,NSGA2,1000,23,298
-5671.0,892.0852586027061,NSGA2,1000,23,399
