f1,f2,method,N,seed,selected_count
-6628.0,1503.6862,RANDOM,1000,2,513
-6329.0,1409.8666,RANDOM,1000,2,499
-5986.0,1343.9506,RANDOM,1000,2,467
-6557.0,1477.8141,RANDOM,1000,2,508
-6234.0,1400.1802,RANDOM,1000,2,479
-6166.0,1377.9691,RANDOM,1000,2,474
-6624.0,1501.2494,RANDOM,1000,2,510
-6514.0,1452.3717,RANDOM,1000,2,503
-5714.0,1284.4342,RANDOM,1000,2,446
-6171.0,1380.8339,RANDOM,1000,2,478
-6072.0,1359.574,RANDOM,1000,2,473
-5686.0,1282.5708,RANDOM,1000,2,445
-6144.0,1375.5916,RANDOM,1000,2,476
-6099.0,1373.7377,RANDOM,1000,2,473
-5761.0,1299.5925,RANDOM,1000,2,450
-6646.0,1519.2797,RANDOM,1000,2,515
-6608.0,1494.9238,RANDOM,1000,2,513
-6348.0,1421.3356,RANDOM,1000,2,490
-6027.0,1359.0945,RANDOM,1000,2,472
-6589.0,1489.8861,RANDOM,1000,2,506
-6665.0,1536.8934,RANDOM,1000,2,516
-5896.0,1343.007,RANDOM,1000,2,462
-6015.0,1358.4677,RANDOM,1000,2,472
-6492.0,1437.065,RANDOM,1000,2,505
-6501.0,1447.3962,RANDOM,1000,2,507
-5770.0,1312.4468,RANDOM,1000,2,450
-6394.0,1429.4746,RANDOM,1000,2,494
-5858.0,1312.615,RANDOM,1000,2,459
-6252.0,1403.5094,RANDOM,1000,2,484
-6438.0,1434.408,RANDOM,1000,2,495
-5569.0,1266.6411,RANDOM,1000,2,435
-6085.0,1366.5084,RANDOM,1000,2,471
-6661.0,1526.72,RANDOM,1000,2,513
-6582.0,1482.0859,RANDOM,1000,2,511
-5629.0,1275.0505,RANDOM,1000,2,439
-5989.0,1352.5721,RANDOM,1000,2,469
-5878.0,1326.5735,RANDOM,1000,2,460
-6098.0,1367.992,RANDOM,1000,2,476
-6225.0,1384.4647,RANDOM,1000,2,482
-5901.0,1343.2479,RANDOM,1000,2,459
-5889.0,1336.5323,RANDOM,1000,2,463
-6413.0,1433.634,RANDOM,1000,2,500
-6360.0,1421.9928,RANDOM,1000,2,495
-6656.0,1524.8618,RANDOM,1000,2,516
-6682.0,1546.6322,RANDOM,1000,2,518
-6281.0,1404.7284,RANDOM,1000,2,484
-6008.0,1353.6118,RANDOM,1000,2,465
-6529.0,1469.9775,RANDOM,1000,2,508
-5766.0,1310.5385,RANDOM,1000,2,448
-5676.0,1281.941,RANDOM,1000,2,448
-6555.0,1476.0105,RANDOM,1000,2,512
-6638.0,1510.4794,RANDOM,1000,2,513
-6335.0,1418.1464,RANDOM,1000,2,494
-6238.0,1401.0297,RANDOM,1000,2,483
-6244.0,1401.6808,RANDOM,1000,2,484
-5861.0,1325.5166,RANDOM,1000,2,453
-6023.0,1358.7332,RANDOM,1000,2,476
-5880.0,1330.2076,RANDOM,1000,2,462
