f1,f2,method,N,seed,selected_count
-0.0,0.0,NSGA2,100,21,0
-836.0,145.58209105618812,NSGA2,100,21,57
-488.0,61.895526611553436,NSGA2,100,21,33
-499.0,63.91069548756505,NSGA2,100,21,34
-608.0,84.40413668236515,NSGA2,100,21,42
-615.0,85.5481691279628,NSGA2,100,21,43
-268.0,27.87098950448385,NSGA2,100,21,18
-401.0,47.36100468416381,NSGA2,100,21,27
-278.0,29.13670172900175,NSGA2,100,21,18
-795.0,126.74227566330731,NSGA2,100,21,54
-830.0,142.59147385552944,NSGA2,100,21,56
-621.0,86.75138684339727,NSGA2,100,21,43
-378.0,43.71859129486079,NSGA2,100,21,25
-385.0,44.93559324965782,NSGA2,100,21,26
-598.0,83.28938445316322,NSGA2,100,21,42
-222.0,21.823409248051153,NSGA2,100,21,15
-94.0,6.9390023446985465,NSGA2,100,21,7
-542.0,71.5522538639191,NSGA2,100,21,37
-408.0,48.920948937012184,NSGA2,100,21,27
-26.0,0.7706109340231313,NSGA2,100,21,2
-828.0,140.7318732025953,NSGA2,100,21,56
-129.0,10.73558275426046,NSGA2,100,21,9
-104.0,7.814848186395916,NSGA2,100,21,7
-122.0,10.009729587110549,NSGA2,100,21,8
-810.0,131.98538413095724,NSGA2,100,21,55
-813.0,133.1612604987239,NSGA2,100,21,55
-656.0,94.06347939844095,NSGA2,100,21,46
-577.0,78.04560975979096,NSGA2,100,21,40
-799.0,128.49015769987008,NSGA2,100,21,54
-749.0,115.34899699889,NSGA2,100,21,51
-669.0,96.63566310041466,NSGA2,100,21,47
-699.0,102.69774392442399,NSGA2,100,21,49
-592.0,81.43622657787256,NSGA2,100,21,41
-755.0,116.09481896230578,NSGA2,100,21,52
-823.0,137.30324948503304,NSGA2,100,21,56
-743.0,113.04165095896666,NSGA2,100,21,51
-739.0,111.93172740377075,NSGA2,100,21,51
-340.0,37.89942179821839,NSGA2,100,21,22
-538.0,70.72323630114855,NSGA2,100,21,37
-483.0,61.06099542601671,NSGA2,100,21,33
-524.0,68.3164013335286,NSGA2,100,21,36
-470.0,58.65967408116294,NSGA2,100,21,32
-446.0,54.72652815737896,NSGA2,100,21,30
-683.0,99.89173411497602,NSGA2,100,21,48
-791.0,125.64495368438591,NSGA2,100,21,54
-759.0,116.88314921206181,NSGA2,100,21,52
-344.0,38.77355638870008,NSGA2,100,21,23
-373.0,43.006831826983635,NSGA2,100,21,25
-703.0,103.84874634357159,NSGA2,100,21,49
-816.0,134.41640555734145,NSGA2,100,21,55
-14.0,0.7064256681883192,NSGA2,100,21,1
-12.0,0.0641852658348121,NSGA2,100,21,1
-474.0,59.5214052267117,NSGA2,100,21,32
-458.0,56.65528958005314,NSGA2,100,21,31
-295.0,31.575919413313226,NSGA2,100,21,19
-308.0,33.63917153247745,NSGA2,100,21,20
-529.0,69.15093251906534,NSGA2,100,21,36
-515.0,66.7768111342236,NSGA2,100,21,35
-533.0,69.88870511561181,NSGA2,100,21,37
-547.0,72.93864926548433,NSGA2,100,21,38
-135.0,11.348619232682264,NSGA2,100,21,9
-181.0,17.137330992145184,NSGA2,100,21,12
-479.0,60.23197786324616,NSGA2,100,21,33
-520.0,67.48738377075806,NSGA2,100,21,36
-139.0,12.12042034991318,NSGA2,100,21,9
-713.0,106.33108022434362,NSGA2,100,21,49
-230.0,22.905340611429693,NSGA2,100,21,15
-572.0,77.23903333099129,NSGA2,100,21,39
-679.0,98.79441213605462,NSGA2,100,21,48
-665.0,95.53834112149326,NSGA2,100,21,47
-581.0,79.05748722825729,NSGA2,100,21,40
-568.0,76.52119071515729,NSGA2,100,21,39
-730.0,110.47100615157315,NSGA2,100,21,50
-661.0,94.95494568963262,NSGA2,100,21,46
-735.0,111.19887616052165,NSGA2,100,21,51
-350.0,39.364418437680605,NSGA2,100,21,23
-807.0,130.65658058307795,NSGA2,100,21,55
-648.0,92.4749158096017,NSGA2,100,21,45
-652.0,93.04943415028599,NSGA2,100,21,46
-176.0,16.463699337428768,NSGA2,100,21,12
-511.0,65.91507998867485,NSGA2,100,21,35
-216.0,21.442903155662446,NSGA2,100,21,14
-249.0,25.404459721364102,NSGA2,100,21,16
