f1,f2,method,N,seed,selected_count
-63327.0,14834.811,RANDOM,10000,25,5020
-63531.0,14882.811,RANDOM,10000,25,5022
-63785.0,15178.269,RANDOM,10000,25,5047
-62105.0,14510.069,RANDOM,10000,25,4909
-60743.0,14306.29,RANDOM,10000,25,4834
-60803.0,14322.344,RANDOM,10000,25,4814
-62467.0,14635.811,RANDOM,10000,25,4961
-63714.0,14958.172,RANDOM,10000,25,5033
-62961.0,14767.853,RANDOM,10000,25,4978
-63551.0,14948.785,RANDOM,10000,25,5034
-63213.0,14811.733,RANDOM,10000,25,4996
-62722.0,14698.847,RANDOM,10000,25,4978
-61079.0,14390.467,RANDOM,10000,25,4860
-62311.0,14594.431,RANDOM,10000,25,4921
-61865.0,14508.872,RANDOM,10000,25,4914
-63432.0,14842.547,RANDOM,10000,25,5017
-62749.0,14715.023,RANDOM,10000,25,4977
-61045.0,14364.528,RANDOM,10000,25,4831
-61154.0,14396.286,RANDOM,10000,25,4849
-63725.0,15163.222,RANDOM,10000,25,5053
-63209.0,14809.455,RANDOM,10000,25,5000
-62558.0,14652.322,RANDOM,10000,25,4948
-61052.0,14373.927,RANDOM,10000,25,4857
-63462.0,14876.254,RANDOM,10000,25,5020
-63000.0,14777.078,RANDOM,10000,25,4982
-63189.0,14788.477,RANDOM,10000,25,4986
-63033.0,14785.547,RANDOM,10000,25,4989
-60157.0,14172.737,RANDOM,10000,25,4793
-62147.0,14569.785,RANDOM,10000,25,4899
-62957.0,14715.303,RANDOM,10000,25,4986
-63299.0,14822.347,RANDOM,10000,25,5007
-61172.0,14401.848,RANDOM,10000,25,4857
-62320.0,14631.011,RANDOM,10000,25,4954
-60177.0,14249.441,RANDOM,10000,25,4792
-63240.0,14817.044,RANDOM,10000,25,4996
-62622.0,14676.388,RANDOM,10000,25,4972
-62379.0,14631.496,RANDOM,10000,25,4957
-61281.0,14415.553,RANDOM,10000,25,4865
-61700.0,14427.813,RANDOM,10000,25,4896
