f1,f2,method,N,seed,selected_count
-6306.0,1416.7319,RANDOM,1000,7,491
-6501.0,1448.5642,RANDOM,1000,7,503
-6364.0,1426.0618,RANDOM,1000,7,497
-6517.0,1471.792,RANDOM,1000,7,507
-6514.0,1459.4152,RANDOM,1000,7,507
-6420.0,1434.0803,RANDOM,1000,7,494
-6580.0,1479.9487,RANDOM,1000,7,507
-5759.0,1297.0966,RANDOM,1000,7,447
-6289.0,1411.8026,RANDOM,1000,7,485
-6198.0,1385.5895,RANDOM,1000,7,483
-6531.0,1474.6761,RANDOM,1000,7,500
-6182.0,1378.3068,RANDOM,1000,7,475
-6633.0,1511.2534,RANDOM,1000,7,509
-5579.0,1290.1082,RANDOM,1000,7,437
-6108.0,1358.081,RANDOM,1000,7,474
-5927.0,1319.1426,RANDOM,1000,7,459
-5767.0,1308.3505,RANDOM,1000,7,452
-6658.0,1516.009,RANDOM,1000,7,514
-5472.0,1269.246,RANDOM,1000,7,428
-6522.0,1471.8539,RANDOM,1000,7,504
-5848.0,1312.4081,RANDOM,1000,7,459
-6361.0,1425.2861,RANDOM,1000,7,501
-6287.0,1407.2025,RANDOM,1000,7,486
-6332.0,1419.8728,RANDOM,1000,7,496
-6036.0,1343.137,RANDOM,1000,7,467
-6243.0,1392.8104,RANDOM,1000,7,481
-6632.0,1509.877,RANDOM,1000,7,514
-6423.0,1438.0714,RANDOM,1000,7,496
-6548.0,1475.3978,RANDOM,1000,7,511
-5581.0,1293.0295,RANDOM,1000,7,436
-5731.0,1293.9973,RANDOM,1000,7,451
-6606.0,1495.3568,RANDOM,1000,7,507
-6437.0,1441.3613,RANDOM,1000,7,500
-6392.0,1426.6649,RANDOM,1000,7,493
-6113.0,1362.829,RANDOM,1000,7,478
-5781.0,1310.645,RANDOM,1000,7,454
-6345.0,1422.8661,RANDOM,1000,7,492
-6233.0,1389.726,RANDOM,1000,7,488
-6625.0,1500.8114,RANDOM,1000,7,508
-6445.0,1441.3833,RANDOM,1000,7,500
-5606.0,1293.0925,RANDOM,1000,7,441
-6080.0,1356.1907,RANDOM,1000,7,473
-5965.0,1337.3069,RANDOM,1000,7,463
-6137.0,1363.8601,RANDOM,1000,7,474
-6300.0,1413.1503,RANDOM,1000,7,489
-6382.0,1426.3341,RANDOM,1000,7,494
-5829.0,1311.0756,RANDOM,1000,7,459
-6431.0,1440.6318,RANDOM,1000,7,498
-6251.0,1402.4396,RANDOM,1000,7,482
-5565.0,1279.483,RANDOM,1000,7,435
-5495.0,1275.0277,RANDOM,1000,7,437
