f1,f2,method,N,seed,selected_count
-65033.0,13981.229143548495,NSGA2,10000,6,4998
-60108.0,12808.265346088356,NSGA2,10000,6,4615
-64606.0,13811.849472665455,NSGA2,10000,6,4958
-62494.0,13260.68023006903,NSGA2,10000,6,4784
-60191.0,12817.802585357389,NSGA2,10000,6,4619
-61555.0,13055.247868888247,NSGA2,10000,6,4713
-64546.0,13798.376040738365,NSGA2,10000,6,4954
-60455.0,12869.815590838969,NSGA2,10000,6,4638
-62265.0,13206.050378384116,NSGA2,10000,6,4767
-62888.0,13361.756645837555,NSGA2,10000,6,4816
-64174.0,13696.54296348301,NSGA2,10000,6,4922
-64941.0,13937.506824740994,NSGA2,10000,6,4990
-60423.0,12856.099627379008,NSGA2,10000,6,4636
-64236.0,13698.99608664288,NSGA2,10000,6,4927
-64899.0,13920.936564722733,NSGA2,10000,6,4985
-64169.0,13680.110268697186,NSGA2,10000,6,4919
-64248.0,13711.680479623916,NSGA2,10000,6,4925
-64613.0,13825.515076956419,NSGA2,10000,6,4959
-60483.0,12878.43343507818,NSGA2,10000,6,4642
-61153.0,12977.50632837442,NSGA2,10000,6,4683
-60248.0,12825.017767431065,NSGA2,10000,6,4624
-62422.0,13256.305823086348,NSGA2,10000,6,4780
-61101.0,12969.50913766426,NSGA2,10000,6,4680
-63979.0,13624.762372137611,NSGA2,10000,6,4903
-61605.0,13066.46468525397,NSGA2,10000,6,4718
-64966.0,13958.291801871554,NSGA2,10000,6,4992
-60115.0,12817.602300961178,NSGA2,10000,6,4616
-62530.0,13271.655770487327,NSGA2,10000,6,4786
-62206.0,13203.363705136595,NSGA2,10000,6,4764
-63681.0,13549.547201537434,NSGA2,10000,6,4879
-62927.0,13369.861340253736,NSGA2,10000,6,4819
-63071.0,13404.86555878355,NSGA2,10000,6,4831
-63112.0,13408.162131248851,NSGA2,10000,6,4832
-60868.0,12933.45080286171,NSGA2,10000,6,4667
-63789.0,13583.725262665397,NSGA2,10000,6,4888
-64279.0,13721.048180937481,NSGA2,10000,6,4930
-62309.0,13214.38348601603,NSGA2,10000,6,4770
-62791.0,13326.479632390816,NSGA2,10000,6,4808
-64705.0,13843.77573485469,NSGA2,10000,6,4966
-64653.0,13832.854448517868,NSGA2,10000,6,4962
-61711.0,13095.095566053587,NSGA2,10000,6,4726
-63277.0,13444.299011876063,NSGA2,10000,6,4844
-62366.0,13242.948431362207,NSGA2,10000,6,4776
-64957.0,13940.223809680643,NSGA2,10000,6,4991
-60827.0,12924.143522804596,NSGA2,10000,6,4665
-62407.0,13250.817763204717,NSGA2,10000,6,4778
-60588.0,12889.92725144025,NSGA2,10000,6,4647
-64135.0,13673.492646187307,NSGA2,10000,6,4918
-63922.0,13618.29130686084,NSGA2,10000,6,4900
-62806.0,13335.31673500598,NSGA2,10000,6,4810
-61525.0,13048.464631018154,NSGA2,10000,6,4710
-61933.0,13140.623052352885,NSGA2,10000,6,4743
