f1,f2,method,N,seed,selected_count
-832.0,143.273206219084,NSGA2,100,23,56
-0.0,0.0,NSGA2,100,23,0
-420.0,50.35472144896834,NSGA2,100,23,28
-340.0,37.89942179821839,NSGA2,100,23,22
-106.0,8.370062155467478,NSGA2,100,23,7
-709.0,105.180077805196,NSGA2,100,23,49
-763.0,118.23425862101827,NSGA2,100,23,52
-332.0,36.844794966025894,NSGA2,100,23,22
-758.0,116.45281771062746,NSGA2,100,23,52
-438.0,53.28287141817752,NSGA2,100,23,29
-58.0,3.15953046687521,NSGA2,100,23,4
-163.0,15.082654400908485,NSGA2,100,23,12
-315.0,34.3239210246038,NSGA2,100,23,21
-398.0,47.59603611469118,NSGA2,100,23,27
-713.0,106.18942341416847,NSGA2,100,23,49
-323.0,35.27249118394268,NSGA2,100,23,21
-67.0,4.180289835261307,NSGA2,100,23,5
-826.0,140.99780311224666,NSGA2,100,23,56
-226.0,22.434567237974665,NSGA2,100,23,15
-681.0,98.95623718160029,NSGA2,100,23,48
-219.0,21.537096187435658,NSGA2,100,23,15
-430.0,52.211058587991594,NSGA2,100,23,29
-113.0,8.835607554782014,NSGA2,100,23,8
-813.0,133.1612604987239,NSGA2,100,23,55
-794.0,126.36742316837989,NSGA2,100,23,54
-541.0,71.56215856684307,NSGA2,100,23,37
-98.0,7.201811707974113,NSGA2,100,23,7
-157.0,13.92095272804755,NSGA2,100,23,11
-749.0,114.97818760645693,NSGA2,100,23,51
-745.0,113.86826405126102,NSGA2,100,23,51
-470.0,58.65967408116294,NSGA2,100,23,32
-250.0,25.472336595076577,NSGA2,100,23,16
-687.0,100.21151094938307,NSGA2,100,23,48
-829.0,142.16708712176109,NSGA2,100,23,56
-620.0,86.7461976305891,NSGA2,100,23,43
-407.0,48.291469329804116,NSGA2,100,23,27
-547.0,72.56045534387695,NSGA2,100,23,38
-770.0,120.01545479643691,NSGA2,100,23,53
-411.0,49.44095937208089,NSGA2,100,23,27
-703.0,103.70708953339646,NSGA2,100,23,49
-657.0,93.9774233382958,NSGA2,100,23,46
-669.0,96.47000420655937,NSGA2,100,23,47
-293.0,31.077476705805164,NSGA2,100,23,19
-354.0,40.036742778439155,NSGA2,100,23,23
-520.0,67.48738377075806,NSGA2,100,23,36
-533.0,69.88870511561181,NSGA2,100,23,37
-809.0,132.0639385198025,NSGA2,100,23,55
-816.0,134.41640555734145,NSGA2,100,23,55
-718.0,107.48146841934108,NSGA2,100,23,50
-694.0,102.12235304174759,NSGA2,100,23,48
-625.0,87.90238926254489,NSGA2,100,23,43
-735.0,111.19887616052165,NSGA2,100,23,51
-613.0,85.07793339216603,NSGA2,100,23,43
-474.0,59.6703188188602,NSGA2,100,23,32
-502.0,64.46125572538348,NSGA2,100,23,34
-327.0,36.05075488374219,NSGA2,100,23,21
-442.0,54.126229734390144,NSGA2,100,23,30
-388.0,45.509600254707145,NSGA2,100,23,26
-515.0,66.6937726024252,NSGA2,100,23,35
-371.0,42.85670934987923,NSGA2,100,23,25
-528.0,69.13479483618293,NSGA2,100,23,36
-497.0,63.732745654281835,NSGA2,100,23,34
-673.0,97.39531939840282,NSGA2,100,23,47
-12.0,0.0641852658348121,NSGA2,100,23,1
-35.0,1.7913703024092285,NSGA2,100,23,3
-14.0,0.7064256681883192,NSGA2,100,23,1
-51.0,2.958697472378371,NSGA2,100,23,4
-119.0,9.723416526495054,NSGA2,100,23,8
-245.0,24.81390895152883,NSGA2,100,23,16
-537.0,70.75043626116057,NSGA2,100,23,37
-479.0,60.23197786324616,NSGA2,100,23,33
-775.0,120.99698596178256,NSGA2,100,23,53
-278.0,29.13670172900175,NSGA2,100,23,18
-790.0,125.27010118945849,NSGA2,100,23,54
-524.0,68.3164013335286,NSGA2,100,23,36
-170.0,15.654191396199527,NSGA2,100,23,11
-754.0,115.71996646737837,NSGA2,100,23,52
-821.0,137.34836911920462,NSGA2,100,23,55
-555.0,73.99327609767683,NSGA2,100,23,38
-596.0,81.91790370732423,NSGA2,100,23,41
-506.0,65.30504943636505,NSGA2,100,23,35
-273.0,28.553130466508488,NSGA2,100,23,18
-767.0,119.10030290468912,NSGA2,100,23,52
-465.0,57.85785647840442,NSGA2,100,23,32
-742.0,112.81558231643893,NSGA2,100,23,51
-587.0,80.32936188628014,NSGA2,100,23,41
-268.0,27.87098950448385,NSGA2,100,23,18
-310.0,33.5949755587332,NSGA2,100,23,21
-287.0,30.250331218038017,NSGA2,100,23,19
-511.0,65.91507998867485,NSGA2,100,23,35
-677.0,98.21151192190204,NSGA2,100,23,48
-661.0,94.9090864233619,NSGA2,100,23,46
-665.0,95.53834112149326,NSGA2,100,23,47
-26.0,0.7706109340231313,NSGA2,100,23,2
-193.0,18.331117497160896,NSGA2,100,23,13
-240.0,24.134874087892847,NSGA2,100,23,16
-306.0,32.926143620281366,NSGA2,100,23,20
-617.0,85.97392524780655,NSGA2,100,23,43
-255.0,26.433310699252495,NSGA2,100,23,17
-804.0,130.27111331519822,NSGA2,100,23,55
-739.0,111.93172740377075,NSGA2,100,23,51
-801.0,129.24695557895328,NSGA2,100,23,54
-89.0,6.181052339588016,NSGA2,100,23,6
-639.0,90.28177586174282,NSGA2,100,23,45
-367.0,41.99134905195631,NSGA2,100,23,24
-346.0,38.928494849521336,NSGA2,100,23,23
-551.0,73.12455764600232,NSGA2,100,23,38
-797.0,127.59727762675111,NSGA2,100,23,54
-730.0,110.35942362168753,NSGA2,100,23,50
-824.0,139.28794924172504,NSGA2,100,23,55
-188.0,17.8059662819583,NSGA2,100,23,13
-213.0,21.02972112411296,NSGA2,100,23,15
-231.0,23.20957832064947,NSGA2,100,23,15
-123.0,10.194189899950082,NSGA2,100,23,8
-299.0,32.59490738290379,NSGA2,100,23,20
-583.0,79.4378738272933,NSGA2,100,23,40
-653.0,93.05210814645234,NSGA2,100,23,46
-182.0,17.45127731601532,NSGA2,100,23,12
-282.0,30.02997064744898,NSGA2,100,23,19
-263.0,27.32100350955278,NSGA2,100,23,17
-806.0,131.2116700361792,NSGA2,100,23,55
-782.0,122.92026076371273,NSGA2,100,23,53
-600.0,82.7306832311339,NSGA2,100,23,42
-152.0,13.534371628943534,NSGA2,100,23,10
-129.0,10.73558275426046,NSGA2,100,23,9
-200.0,19.675807274363123,NSGA2,100,23,13
-75.0,4.836291109181131,NSGA2,100,23,5
-44.0,2.453104798686891,NSGA2,100,23,3
-93.0,7.126636111038483,NSGA2,100,23,6
-28.0,1.2315124358039546,NSGA2,100,23,2
-81.0,5.525051065668193,NSGA2,100,23,6
-297.0,31.746308644257002,NSGA2,100,23,20
-198.0,19.01066497869298,NSGA2,100,23,13
-148.0,12.90019335966145,NSGA2,100,23,10
-642.0,91.29468600831164,NSGA2,100,23,45
-447.0,54.85517520026074,NSGA2,100,23,30
-725.0,108.67565638920941,NSGA2,100,23,50
-558.0,74.93558887679151,NSGA2,100,23,38
