f1,f2,method,N,seed,selected_count
-528.0,90.59029,RANDOM,100,5,39
-499.0,90.11855,RANDOM,100,5,38
-774.0,152.23236,RANDOM,100,5,54
-744.0,135.38728,RANDOM,100,5,53
-589.0,104.78264,RANDOM,100,5,42
-468.0,80.49812,RANDOM,100,5,34
-635.0,111.67496,RANDOM,100,5,46
-636.0,112.47652,RANDOM,100,5,46
-557.0,98.729195,RANDOM,100,5,42
-678.0,118.80701,RANDOM,100,5,48
-627.0,110.213554,RANDOM,100,5,46
-750.0,141.49991,RANDOM,100,5,54
-651.0,113.54701,RANDOM,100,5,47
-508.0,90.24717,RANDOM,100,5,38
-586.0,103.059265,RANDOM,100,5,44
-734.0,132.53676,RANDOM,100,5,52
-412.0,75.98544,RANDOM,100,5,30
-338.0,70.86595,RANDOM,100,5,26
-392.0,73.887436,RANDOM,100,5,29
-411.0,74.22416,RANDOM,100,5,30
-731.0,129.54744,RANDOM,100,5,52
-397.0,73.925186,RANDOM,100,5,30
-697.0,122.817635,RANDOM,100,5,51
-746.0,136.92604,RANDOM,100,5,53
-776.0,166.90483,RANDOM,100,5,56
-682.0,121.77014,RANDOM,100,5,49
-584.0,102.34936,RANDOM,100,5,41
-538.0,92.86493,RANDOM,100,5,40
-573.0,101.358154,RANDOM,100,5,41
-594.0,105.192245,RANDOM,100,5,43
-723.0,129.5119,RANDOM,100,5,52
-552.0,97.63184,RANDOM,100,5,40
-650.0,112.60277,RANDOM,100,5,48
-662.0,116.37654,RANDOM,100,5,47
-711.0,128.09775,RANDOM,100,5,51
-490.0,82.93844,RANDOM,100,5,36
-574.0,101.9875,RANDOM,100,5,42
-430.0,78.65167,RANDOM,100,5,34
-575.0,102.172226,RANDOM,100,5,42
-551.0,94.96552,RANDOM,100,5,40
-621.0,107.04101,RANDOM,100,5,45
-570.0,98.95451,RANDOM,100,5,41
-433.0,80.393295,RANDOM,100,5,33
-705.0,125.75901,RANDOM,100,5,50
-658.0,115.56331,RANDOM,100,5,48
-421.0,78.3112,RANDOM,100,5,31
-765.0,142.0552,RANDOM,100,5,54
