f1,f2,method,N,seed,selected_count
-626.0,110.48014,RANDOM,100,23,45
-709.0,125.7267,RANDOM,100,23,50
-562.0,100.68351,RANDOM,100,23,40
-380.0,70.2191,RANDOM,100,23,29
-470.0,83.817,RANDOM,100,23,33
-412.0,76.41903,RANDOM,100,23,30
-687.0,121.0186,RANDOM,100,23,50
-740.0,138.25937,RANDOM,100,23,52
-483.0,86.03132,RANDOM,100,23,36
-759.0,150.70772,RANDOM,100,23,55
-712.0,129.15727,RANDOM,100,23,52
-465.0,82.5744,RANDOM,100,23,33
-354.0,68.60786,RANDOM,100,23,26
-538.0,95.73776,RANDOM,100,23,39
-690.0,121.56994,RANDOM,100,23,50
-749.0,138.98376,RANDOM,100,23,55
-588.0,103.37664,RANDOM,100,23,42
-736.0,134.26549,RANDOM,100,23,52
-614.0,104.67464,RANDOM,100,23,44
-701.0,125.58667,RANDOM,100,23,50
-646.0,113.588486,RANDOM,100,23,48
-724.0,133.8436,RANDOM,100,23,52
-635.0,111.79065,RANDOM,100,23,45
-716.0,130.28253,RANDOM,100,23,51
-443.0,76.6292,RANDOM,100,23,32
-475.0,85.361694,RANDOM,100,23,34
-765.0,151.26065,RANDOM,100,23,55
-471.0,85.24309,RANDOM,100,23,36
-645.0,112.89643,RANDOM,100,23,46
-757.0,143.08685,RANDOM,100,23,54
-691.0,123.31689,RANDOM,100,23,50
-478.0,85.36212,RANDOM,100,23,35
-679.0,117.379135,RANDOM,100,23,48
-389.0,73.925156,RANDOM,100,23,30
-540.0,97.60808,RANDOM,100,23,39
-453.0,80.87624,RANDOM,100,23,33
-578.0,101.07261,RANDOM,100,23,42
-653.0,115.239136,RANDOM,100,23,47
-539.0,97.1002,RANDOM,100,23,39
-711.0,128.80586,RANDOM,100,23,50
-692.0,125.32016,RANDOM,100,23,49
-585.0,101.66854,RANDOM,100,23,43
-719.0,132.4475,RANDOM,100,23,51
-718.0,132.12987,RANDOM,100,23,52
-537.0,94.97203,RANDOM,100,23,40
-523.0,90.66245,RANDOM,100,23,38
-737.0,136.68044,RANDOM,100,23,52
-502.0,86.30289,RANDOM,100,23,36
-561.0,97.720436,RANDOM,100,23,41
-528.0,94.69097,RANDOM,100,23,38
-664.0,116.04532,RANDOM,100,23,48
-620.0,109.04514,RANDOM,100,23,46
-400.0,74.14208,RANDOM,100,23,30
