Algorithm,Sample,Result,Time,Seed
EVOLUTIONSTRATEGY,10,40.626602482269064,0.11507892608642578,18
DIFFERENTIALEVOLUTION,10,40.626602482269064,0.43943095207214355,18
BASE,10,40.626602482269064,0.037364959716796875,19
GENETICALGORITHM,10,40.100400222916356,0.546135425567627,19
MEMETICALGORITHM,10,40.52957416393586,1.198714017868042,19
MEMETICALGORITHMHYBRIDLOCALSEARCH,10,40.626602482269064,18.758985996246338,19
EVOLUTIONSTRATEGY,10,40.626602482269064,0.1058351993560791,19
DIFFERENTIALEVOLUTION,10,40.626602482269064,0.4399278163909912,19
BASE,10,40.626602482269064,0.037918806076049805,20
GENETICALGORITHM,10,40.626602482269064,0.5163922309875488,20
MEMETICALGORITHM,10,40.626602482269064,1.3715250492095947,20
MEMETICALGORITHMHYBRIDLOCALSEARCH,10,40.626602482269064,20.07075548171997,20
EVOLUTIONSTRATEGY,10,40.17471240321547,0.1190030574798584,20
DIFFERENTIALEVOLUTION,10,40.626602482269064,0.4773392677307129,20
BASE,10,40.626602482269064,0.04494285583496094,21
GENETICALGORITHM,10,40.626602482269064,0.5054817199707031,21
MEMETICALGORITHM,10,40.626602482269064,1.424623966217041,21
MEMETICALGORITHMHYBRIDLOCALSEARCH,10,40.626602482269064,20.25980281829834,21
EVOLUTIONSTRATEGY,10,40.100400222916356,0.09534525871276855,21
DIFFERENTIALEVOLUTION,10,40.626602482269064,0.5536198616027832,21
BASE,10,40.626602482269064,0.03678441047668457,22
GENETICALGORITHM,10,40.626602482269064,0.4455130100250244,22
MEMETICALGORITHM,10,40.626602482269064,1.245422124862671,22
MEMETICALGORITHMHYBRIDLOCALSEARCH,10,40.626602482269064,19.00296711921692,22
EVOLUTIONSTRATEGY,10,40.100400222916356,0.09658360481262207,22
DIFFERENTIALEVOLUTION,10,40.626602482269064,0.41998839378356934,22
BASE,10,40.626602482269064,0.03616738319396973,23
